bigrams,count,percentage,pos
of clothing,3,0.006,"other,verb"
focusing attention,3,0.006,"verb,noun"
an artist,3,0.006,"other,noun"
clear outlines,3,0.006,"adj,verb"
feel the,3,0.006,"verb,other"
corner indicates,3,0.006,"noun,verb"
the intricate,3,0.006,"other,noun"
viewer creating,3,0.006,"noun,verb"
artwork she,3,0.006,"noun,other"
abstract forms,3,0.006,"adj,noun"
tones such,3,0.006,"noun,adj"
while maintaining,3,0.006,"other,verb"
thoughtful or,3,0.006,"noun,other"
as he,3,0.006,"other,other"
he gazes,3,0.006,"other,verb"
setting or,3,0.006,"verb,other"
atmosphere that,3,0.006,"adv,other"
act of,3,0.006,"noun,other"
forms of,3,0.006,"noun,other"
composition of,3,0.006,"noun,other"
capture a,3,0.006,"noun,other"
an era,3,0.006,"other,verb"
depicted wearing,3,0.006,"verb,verb"
something beyond,3,0.006,"noun,other"
piece was,3,0.006,"noun,verb"
used these,3,0.006,"adj,other"
the physical,3,0.006,"other,adj"
appearance of,3,0.006,"noun,other"
also a,3,0.006,"adv,other"
legs crossed,3,0.006,"noun,verb"
a neutral,3,0.006,"other,adj"
has signed,3,0.006,"verb,verb"
painting of,3,0.006,"verb,other"
are arranged,3,0.006,"verb,verb"
flowing red,3,0.006,"verb,adj"
a garment,3,0.006,"other,noun"
from an,3,0.006,"other,other"
on earth,3,0.006,"other,noun"
blend into,3,0.006,"verb,other"
a body,3,0.006,"other,noun"
displays a,3,0.006,"noun,other"
a bowl,3,0.006,"other,noun"
striking contrast,3,0.006,"verb,noun"
emphasizing their,3,0.006,"verb,other"
open window,3,0.006,"adj,verb"
immersed in,3,0.006,"verb,other"
book or,3,0.006,"noun,other"
be indoors,3,0.006,"verb,noun"
on which,3,0.006,"other,other"
and another,3,0.006,"other,other"
the window,3,0.006,"other,verb"
lush trees,3,0.006,"noun,noun"
this artistic,3,0.006,"other,adj"
artistic genre,3,0.006,"adj,noun"
a personal,3,0.006,"other,adj"
beautifully captures,3,0.006,"adv,verb"
backdrop of,3,0.006,"noun,other"
placed on,3,0.006,"verb,other"
table the,3,0.006,"noun,other"
the vase,3,0.006,"other,noun"
holds an,3,0.006,"verb,other"
subject in,3,0.006,"adj,other"
meant to,3,0.006,"verb,other"
of christ,3,0.006,"other,noun"
christ on,3,0.006,"noun,other"
motif in,3,0.006,"noun,other"
are framed,3,0.006,"verb,verb"
leading up,3,0.006,"verb,other"
please note,3,0.006,"noun,noun"
meticulously rendered,3,0.006,"adv,verb"
harmonious with,3,0.006,"adj,other"
period characterized,3,0.006,"noun,verb"
soft shadows,3,0.006,"adj,verb"
of three,3,0.006,"other,other"
representation the,3,0.006,"noun,other"
study the,3,0.006,"verb,other"
realism and,3,0.006,"noun,other"
are some,3,0.006,"verb,other"
purity and,3,0.006,"noun,other"
role as,3,0.006,"noun,other"
from its,3,0.006,"other,other"
subject without,3,0.006,"adj,other"
without any,3,0.006,"other,other"
with darker,3,0.006,"other,noun"
further emphasizes,3,0.006,"adv,verb"
st francis,3,0.006,"verb,adj"
serves as,3,0.006,"noun,other"
dimensional quality,3,0.006,"adj,noun"
of paolo,3,0.006,"other,noun"
work known,3,0.006,"verb,verb"
and space,3,0.006,"other,noun"
would have,3,0.006,"other,verb"
with fine,3,0.006,"other,verb"
the knight,3,0.006,"other,adj"
the specific,3,0.006,"other,adj"
and structure,3,0.006,"other,noun"
structure to,3,0.006,"noun,other"
typically associated,3,0.006,"adv,adj"
seeks to,3,0.006,"verb,other"
art specifically,3,0.006,"noun,adv"
state of,3,0.006,"noun,other"
folds and,3,0.006,"noun,other"
that while,3,0.006,"other,other"
i can,3,0.006,"adj,other"
s not,3,0.006,"noun,adv"
young man,3,0.006,"adj,noun"
he has,3,0.006,"other,verb"
head the,3,0.006,"noun,other"
the realistic,3,0.006,"other,adj"
realistic portrayal,3,0.006,"adj,adj"
period in,3,0.006,"noun,other"
dark blue,3,0.006,"adj,noun"
are set,3,0.006,"verb,noun"
an ornate,3,0.006,"other,verb"
skill and,3,0.006,"noun,other"
the influence,3,0.006,"other,noun"
of space,3,0.006,"other,noun"
depicted the,3,0.006,"verb,other"
intended to,3,0.006,"verb,other"
details of,3,0.006,"noun,other"
given her,3,0.006,"verb,other"
clothing she,3,0.006,"verb,other"
blonde hair,3,0.006,"noun,adj"
a headdress,3,0.006,"other,noun"
the rich,3,0.006,"other,adj"
s beauty,3,0.006,"noun,noun"
to it,3,0.006,"other,other"
her and,3,0.006,"other,other"
slightly behind,3,0.006,"adv,other"
dramatic effect,3,0.006,"adj,noun"
texts within,3,0.006,"noun,other"
that were,3,0.006,"other,verb"
tranquil scene,3,0.006,"noun,noun"
in black,3,0.006,"other,adj"
the vast,3,0.006,"other,adj"
vast expanse,3,0.006,"adj,adj"
gentle waves,3,0.006,"adj,noun"
waves lapping,3,0.006,"noun,verb"
light the,3,0.006,"adj,other"
of natural,3,0.006,"other,adj"
by joaquín,3,0.006,"other,noun"
coastal scene,3,0.006,"noun,noun"
simply enjoying,3,0.006,"adv,verb"
enjoying the,3,0.006,"verb,other"
the waves,3,0.006,"other,noun"
the movement,3,0.006,"other,noun"
image itself,3,0.006,"noun,other"
a sandy,3,0.006,"other,adj"
a sailboat,3,0.006,"other,noun"
is impressionistic,3,0.006,"verb,adj"
impressionistic characterized,3,0.006,"adj,verb"
a boy,3,0.006,"other,adj"
lighting suggests,3,0.006,"verb,verb"
tranquil beach,3,0.006,"noun,noun"
mood rather,3,0.006,"noun,adv"
details the,3,0.006,"noun,other"
flowing dress,3,0.006,"verb,noun"
positioned on,3,0.006,"verb,other"
of leisure,3,0.006,"other,noun"
leisure and,3,0.006,"noun,other"
a coastal,3,0.006,"other,noun"
when this,3,0.006,"other,other"
the ocean,3,0.006,"other,noun"
are wearing,3,0.006,"verb,verb"
them in,3,0.006,"other,other"
here is,3,0.006,"adv,verb"
indicating it,3,0.006,"verb,other"
artist the,3,0.006,"noun,other"
the lens,3,0.006,"other,noun"
lens of,3,0.006,"noun,other"
strokes and,3,0.006,"noun,other"
water that,3,0.006,"noun,other"
see what,3,0.006,"noun,other"
trees that,3,0.006,"noun,other"
greens and,3,0.006,"noun,other"
it could,3,0.006,"other,other"
grandeur of,3,0.006,"noun,other"
feathers and,3,0.006,"noun,other"
status or,3,0.006,"noun,other"
complemented by,3,0.006,"verb,other"
her from,3,0.006,"other,other"
evoke the,3,0.006,"verb,other"
are painted,3,0.006,"verb,verb"
with light,3,0.006,"other,adj"
changing qualities,3,0.006,"verb,noun"
sky is,3,0.006,"adj,verb"
quiet beauty,3,0.006,"adj,noun"
scene at,3,0.006,"noun,other"
the gentle,3,0.006,"other,adj"
presence adds,3,0.006,"noun,verb"
s also,3,0.006,"noun,adv"
impressionism this,3,0.006,"noun,other"
a plate,3,0.006,"other,noun"
various fruits,3,0.006,"adj,noun"
including apples,3,0.006,"verb,noun"
the plate,3,0.006,"other,noun"
of other,3,0.006,"other,adj"
other objects,3,0.006,"adj,noun"
objects or,3,0.006,"noun,other"
to have,3,0.006,"other,verb"
of subject,3,0.006,"other,adj"
detail which,3,0.006,"noun,other"
to painting,3,0.006,"other,verb"
of bathers,3,0.006,"other,noun"
a park,3,0.006,"other,noun"
or garden,3,0.006,"other,noun"
some of,3,0.006,"other,other"
each other,3,0.006,"other,adj"
other the,3,0.006,"adj,other"
a unique,3,0.006,"other,adj"
apples and,3,0.006,"noun,other"
table draped,3,0.006,"noun,verb"
interaction with,3,0.006,"noun,other"
or about,3,0.006,"other,other"
features what,3,0.006,"noun,other"
with curtains,3,0.006,"other,noun"
impression that,3,0.006,"noun,other"
and varied,3,0.006,"other,adj"
form to,3,0.006,"noun,other"
natural elements,3,0.006,"adj,noun"
on form,3,0.006,"other,noun"
a thatched,3,0.006,"other,verb"
the foliage,3,0.006,"other,noun"
white clouds,3,0.006,"adj,adj"
referred to,3,0.006,"verb,other"
to as,3,0.006,"other,other"
the depicted,3,0.006,"other,verb"
elements with,3,0.006,"noun,other"
is partially,3,0.006,"verb,adv"
the back,3,0.006,"other,adv"
back of,3,0.006,"adv,other"
intricate design,3,0.006,"noun,noun"
a cluster,3,0.006,"other,noun"
cluster of,3,0.006,"noun,other"
of greenery,3,0.006,"other,noun"
artist paul,3,0.006,"noun,verb"
the clown,3,0.006,"other,verb"
identifiable by,3,0.006,"adj,other"
holds what,3,0.006,"verb,other"
right is,3,0.006,"adj,verb"
engaging with,3,0.006,"verb,other"
an audience,3,0.006,"other,noun"
quality typical,3,0.006,"noun,adj"
window or,3,0.006,"verb,other"
hands are,3,0.006,"noun,verb"
are gently,3,0.006,"verb,adv"
lap and,3,0.006,"noun,other"
figure within,3,0.006,"noun,other"
objects that,3,0.006,"noun,other"
within this,3,0.006,"other,other"
unique approach,3,0.006,"adj,noun"
he often,3,0.006,"other,adv"
often used,3,0.006,"adv,adj"
person is,3,0.006,"noun,verb"
collar which,3,0.006,"noun,other"
giving them,3,0.006,"verb,other"
dimensional effect,3,0.006,"adj,noun"
influence can,3,0.006,"noun,other"
from everyday,3,0.006,"other,adj"
contrast against,3,0.006,"noun,other"
kind of,3,0.006,"noun,other"
a pale,3,0.006,"other,adj"
details that,3,0.006,"noun,other"
drapes over,3,0.006,"noun,other"
by earthy,3,0.006,"other,noun"
interest in,3,0.006,"noun,other"
through a,3,0.006,"other,other"
situated on,3,0.006,"verb,other"
are scattered,3,0.006,"verb,verb"
more subdued,3,0.006,"adv,verb"
genre is,3,0.006,"noun,verb"
color that,3,0.006,"noun,other"
art it,3,0.006,"noun,other"
for this,3,0.006,"other,other"
through his,3,0.006,"other,other"
to read,3,0.006,"other,verb"
warm atmosphere,3,0.006,"adj,adv"
crossed over,3,0.006,"verb,other"
out of,3,0.006,"other,other"
surface that,3,0.006,"noun,other"
providing contrast,3,0.006,"verb,noun"
towards a,3,0.006,"noun,other"
village or,3,0.006,"verb,other"
shadow this,3,0.006,"verb,other"
and almost,3,0.006,"other,adv"
of cubism,3,0.006,"other,noun"
cubism as,3,0.006,"noun,other"
architectural features,3,0.006,"adj,noun"
artwork an,3,0.006,"noun,other"
quality which,3,0.006,"noun,other"
in nature,3,0.006,"other,adj"
cubist works,3,0.006,"noun,verb"
a colorful,3,0.006,"other,adj"
interpretation of,3,0.006,"noun,other"
written in,3,0.006,"verb,other"
text on,3,0.006,"other,other"
translates to,3,0.006,"noun,other"
various activities,3,0.006,"adj,noun"
forms to,3,0.006,"noun,other"
of furniture,3,0.006,"other,noun"
given its,3,0.006,"verb,other"
designs that,3,0.006,"noun,other"
art due,3,0.006,"noun,adj"
add a,3,0.006,"adj,other"
the walls,3,0.006,"other,noun"
inviting atmosphere,3,0.006,"verb,adv"
realism but,3,0.006,"noun,other"
colors is,3,0.006,"noun,verb"
to express,3,0.006,"other,noun"
physical reality,3,0.006,"adj,noun"
of expressionist,3,0.006,"other,verb"
hand and,3,0.006,"noun,other"
some sort,3,0.006,"other,adj"
sort of,3,0.006,"adj,other"
the floating,3,0.006,"other,verb"
are quite,3,0.006,"verb,adv"
blues dominating,3,0.006,"noun,adj"
expressive with,3,0.006,"adj,other"
give texture,3,0.006,"verb,noun"
shared is,3,0.006,"verb,verb"
burning house,3,0.006,"verb,noun"
house the,3,0.006,"noun,other"
symbolism and,3,0.006,"noun,other"
a detailed,3,0.006,"other,adj"
a door,3,0.006,"other,noun"
observing the,3,0.006,"verb,other"
the bird,3,0.006,"other,noun"
and could,3,0.006,"other,other"
adds an,3,0.006,"verb,other"
a dreamlike,3,0.006,"other,verb"
dreamlike atmosphere,3,0.006,"verb,adv"
and blues,3,0.006,"other,noun"
and objects,3,0.006,"other,noun"
objects are,3,0.006,"noun,verb"
with exaggerated,3,0.006,"other,adj"
range of,3,0.006,"verb,other"
portion of,3,0.006,"noun,other"
framed pictures,3,0.006,"verb,noun"
and inviting,3,0.006,"other,verb"
art which,3,0.006,"noun,other"
and fantastical,3,0.006,"other,adj"
arm is,3,0.006,"noun,verb"
represent a,3,0.006,"verb,other"
primitivism characterized,3,0.006,"noun,verb"
lack of,3,0.006,"noun,other"
of vivid,3,0.006,"other,other"
colors like,3,0.006,"noun,other"
s wife,3,0.006,"noun,noun"
imply a,3,0.006,"adj,other"
detailed realism,3,0.006,"adj,noun"
scene which,3,0.006,"noun,other"
the intensity,3,0.006,"other,noun"
scene featuring,3,0.006,"noun,noun"
a shepherd,3,0.006,"other,noun"
life as,3,0.006,"noun,other"
its simplicity,3,0.006,"other,noun"
s life,3,0.006,"noun,noun"
beneath the,3,0.006,"noun,other"
a night,3,0.006,"other,noun"
the dreamlike,3,0.006,"other,verb"
town or,3,0.006,"noun,other"
red of,3,0.006,"adj,other"
stylized manner,3,0.006,"verb,adj"
blouse and,3,0.006,"other,other"
neck and,3,0.006,"noun,other"
a lively,3,0.006,"other,adv"
a surrealistic,3,0.006,"other,adj"
an actual,3,0.006,"other,adj"
figures on,3,0.006,"noun,other"
in chagall,3,0.006,"other,verb"
or the,3,0.006,"other,other"
the importance,3,0.006,"other,noun"
the moment,3,0.006,"other,noun"
moment the,3,0.006,"noun,other"
with clear,3,0.006,"other,adj"
clear lines,3,0.006,"adj,noun"
blend harmoniously,3,0.006,"verb,adv"
holds the,3,0.006,"verb,other"
suggest she,3,0.006,"noun,other"
array of,3,0.006,"noun,other"
nature to,3,0.006,"adj,other"
a manner,3,0.006,"other,adj"
echoing the,3,0.006,"verb,other"
folk art,3,0.006,"verb,noun"
vibrant still,3,0.006,"adj,adv"
colors simple,3,0.006,"noun,noun"
closer to,3,0.006,"adv,other"
an orange,3,0.006,"other,noun"
the vivid,3,0.006,"other,other"
the life,3,0.006,"other,noun"
and vitality,3,0.006,"other,noun"
a lace,3,0.006,"other,noun"
shoulders the,3,0.006,"noun,other"
loose sketchy,3,0.006,"adj,adj"
subtle shading,3,0.006,"adj,verb"
to suggest,3,0.006,"other,noun"
horse standing,3,0.006,"noun,verb"
from ancient,3,0.006,"other,adj"
work and,3,0.006,"verb,other"
motion and,3,0.006,"noun,other"
in mid,3,0.006,"other,verb"
impression is,3,0.006,"noun,verb"
captured mid,3,0.006,"verb,verb"
or character,3,0.006,"other,noun"
but not,3,0.006,"other,adv"
degas is,3,0.006,"noun,verb"
a theatrical,3,0.006,"other,adj"
head she,3,0.006,"noun,other"
pose suggests,3,0.006,"verb,verb"
the ballet,3,0.006,"other,noun"
ballet dancer,3,0.006,"noun,noun"
s choice,3,0.006,"noun,noun"
to portray,3,0.006,"other,noun"
conveys the,3,0.006,"noun,other"
and rhythm,3,0.006,"other,noun"
technique is,3,0.006,"noun,verb"
a ballet,3,0.006,"other,noun"
also the,3,0.006,"adv,other"
from their,3,0.006,"other,other"
palette and,3,0.006,"noun,other"
and brushwork,3,0.006,"other,noun"
of colors,3,0.006,"other,noun"
the dancer,3,0.006,"other,noun"
world and,3,0.006,"noun,other"
the simple,3,0.006,"other,noun"
evoke emotion,3,0.006,"verb,noun"
another woman,3,0.006,"other,noun"
scattered around,3,0.006,"verb,other"
artwork presents,3,0.006,"noun,noun"
of balance,3,0.006,"other,noun"
and harmony,3,0.006,"other,noun"
rectangles and,3,0.006,"noun,other"
pattern the,3,0.006,"adj,other"
abstract art,3,0.006,"adj,noun"
grid like,3,0.006,"adj,other"
the grid,3,0.006,"other,adj"
bold flat,3,0.006,"verb,adj"
object or,3,0.006,"adj,other"
artwork has,3,0.006,"noun,verb"
squares and,3,0.006,"noun,other"
child presumably,3,0.006,"noun,adv"
sleeves and,3,0.006,"noun,other"
a building,3,0.006,"other,noun"
handling of,3,0.006,"verb,other"
could imply,3,0.006,"other,adj"
figure and,3,0.006,"noun,other"
manner typical,3,0.006,"adj,adj"
head which,3,0.006,"noun,other"
signature picasso,3,0.006,"noun,noun"
hands resting,3,0.006,"noun,verb"
for an,3,0.006,"other,other"
accentuated by,3,0.006,"adj,other"
the character,3,0.006,"other,noun"
to pablo,3,0.006,"other,adj"
over realistic,3,0.006,"other,adj"
realistic detail,3,0.006,"adj,noun"
with decorative,3,0.006,"other,adj"
decorative patterns,3,0.006,"adj,noun"
patterns on,3,0.006,"noun,other"
commonly associated,3,0.006,"adv,adj"
detail to,3,0.006,"noun,other"
context the,3,0.006,"adj,other"
the traditional,3,0.006,"other,adj"
in order,3,0.006,"other,noun"
order to,3,0.006,"noun,other"
signature or,3,0.006,"noun,other"
neoclassical style,3,0.006,"noun,noun"
other is,3,0.006,"adj,verb"
tranquil atmosphere,3,0.006,"noun,adv"
atmosphere and,3,0.006,"adv,other"
what might,3,0.006,"other,other"
seated woman,3,0.006,"verb,noun"
or bench,3,0.006,"other,noun"
classical style,3,0.006,"adj,noun"
adherence to,3,0.006,"noun,other"
the classical,3,0.006,"other,adj"
neoclassicism characterized,3,0.006,"noun,verb"
other woman,3,0.006,"adj,noun"
both figures,3,0.006,"other,noun"
picasso is,3,0.006,"noun,verb"
to them,3,0.006,"other,other"
at ease,3,0.006,"other,noun"
background reveals,3,0.006,"noun,verb"
adding life,3,0.006,"verb,noun"
family moment,3,0.006,"noun,noun"
child in,3,0.006,"noun,other"
peaceful and,3,0.006,"adj,other"
of immediacy,3,0.006,"other,verb"
something or,3,0.006,"noun,other"
jacket with,3,0.006,"noun,other"
line to,3,0.006,"noun,other"
emotion the,3,0.006,"noun,other"
dress the,3,0.006,"noun,other"
a river,3,0.006,"other,noun"
his later,3,0.006,"other,adv"
her arm,3,0.006,"other,noun"
who seems,3,0.006,"other,verb"
expression convey,3,0.006,"noun,noun"
intensity and,3,0.006,"noun,other"
or information,3,0.006,"other,noun"
the characters,3,0.006,"other,noun"
sitting in,3,0.006,"verb,other"
s son,3,0.006,"noun,noun"
facing towards,3,0.006,"verb,noun"
image and,3,0.006,"noun,other"
muted creating,3,0.006,"verb,verb"
a bow,3,0.006,"other,noun"
define the,3,0.006,"noun,other"
curtains or,3,0.006,"noun,other"
contrast the,3,0.006,"noun,other"
that may,3,0.006,"other,other"
pattern on,3,0.006,"adj,other"
s facial,3,0.006,"noun,adj"
blue green,3,0.006,"noun,adj"
do not,3,0.006,"verb,adv"
bold brushstrokes,3,0.006,"verb,noun"
the fauvism,3,0.006,"other,noun"
above is,3,0.006,"other,verb"
of fauvism,3,0.006,"other,noun"
in france,3,0.006,"other,noun"
his time,3,0.006,"other,noun"
work by,3,0.006,"verb,other"
soft with,3,0.006,"adj,other"
other colors,3,0.006,"adj,noun"
and reds,3,0.006,"other,verb"
exaggerated features,3,0.006,"adj,noun"
and saturated,3,0.006,"other,verb"
of rhythm,3,0.006,"other,noun"
rhythm and,3,0.006,"noun,other"
small table,3,0.006,"adj,noun"
solid colors,3,0.006,"adj,noun"
matisse the,3,0.006,"adj,other"
composition in,3,0.006,"noun,other"
or being,3,0.006,"other,verb"
and emotional,3,0.006,"other,adj"
s perspective,3,0.006,"noun,adj"
its vibrant,3,0.006,"other,adj"
and blacks,3,0.006,"other,noun"
the shapes,3,0.006,"other,noun"
abstract expressionism,3,0.006,"adj,noun"
large blue,3,0.006,"adj,noun"
blue figure,3,0.006,"noun,noun"
be standing,3,0.006,"verb,verb"
the blue,3,0.006,"other,noun"
with strong,3,0.006,"other,adj"
without much,3,0.006,"other,adj"
the cut,3,0.006,"other,noun"
technique often,3,0.006,"noun,adv"
of marine,3,0.006,"other,noun"
marine life,3,0.006,"noun,noun"
a textured,3,0.006,"other,adj"
and graphic,3,0.006,"other,adj"
the reeds,3,0.006,"other,noun"
white which,3,0.006,"adj,other"
relaxed with,3,0.006,"verb,other"
the most,3,0.006,"other,adv"
inviting viewers,3,0.006,"verb,noun"
and spontaneity,3,0.006,"other,noun"
blue hue,3,0.006,"noun,verb"
of vibrant,3,0.006,"other,adj"
